tempo_restante_execucao,tempo_decorrido,tempo_restante_deadline,total_preempcoes,prioridade_base,tipo_processo,deadline_perdido
6.0,0.0,12.0,0.0,95.0,100.0,1
7.0,0.0,12.0,0.0,98.0,100.0,1
7.0,0.0,11.0,0.0,90.0,100.0,1
14.0,0.0,23.0,0.0,85.0,80.0,1
7.0,0.0,17.0,0.0,80.0,80.0,1
16.0,0.0,23.0,0.0,75.0,80.0,1
7.0,0.0,34.0,0.0,70.0,60.0,1
14.0,0.0,32.0,0.0,65.0,60.0,1
22.0,0.0,53.0,0.0,60.0,60.0,1
8.0,0.0,46.0,0.0,50.0,40.0,1
7.0,0.0,72.0,0.0,45.0,40.0,1
8.0,0.0,68.0,0.0,40.0,40.0,1
14.0,0.0,86.0,0.0,30.0,20.0,1
8.0,0.0,138.0,0.0,25.0,20.0,1
12.0,0.0,177.0,0.0,20.0,20.0,0
7.0,4.01,7.99,0.0,98.0,100.0,1
7.0,4.01,6.99,0.0,90.0,100.0,1
2.0,4.01,7.99,1.0,95.0,100.0,1
14.0,4.01,18.990000000000002,0.0,85.0,80.0,1
7.0,4.01,12.99,0.0,80.0,80.0,1
16.0,4.01,18.990000000000002,0.0,75.0,80.0,1
7.0,4.01,29.990000000000002,0.0,70.0,60.0,1
14.0,4.01,27.990000000000002,0.0,65.0,60.0,1
22.0,4.01,48.99,0.0,60.0,60.0,1
8.0,4.01,41.99,0.0,50.0,40.0,1
7.0,4.01,67.99,0.0,45.0,40.0,1
8.0,4.01,63.99,0.0,40.0,40.0,1
14.0,4.01,81.99,0.0,30.0,20.0,1
8.0,4.01,133.99,0.0,25.0,20.0,1
12.0,4.01,172.99,0.0,20.0,20.0,0
7.0,8.02,2.9800000000000004,0.0,90.0,100.0,1
2.0,8.02,3.9800000000000004,1.0,95.0,100.0,1
3.0,8.02,3.9800000000000004,1.0,98.0,100.0,1
14.0,8.02,14.98,0.0,85.0,80.0,1
7.0,8.02,8.98,0.0,80.0,80.0,1
16.0,8.02,14.98,0.0,75.0,80.0,1
7.0,8.02,25.98,0.0,70.0,60.0,1
14.0,8.02,23.98,0.0,65.0,60.0,1
22.0,8.02,44.980000000000004,0.0,60.0,60.0,1
8.0,8.02,37.980000000000004,0.0,50.0,40.0,1
7.0,8.02,63.980000000000004,0.0,45.0,40.0,1
8.0,8.02,59.980000000000004,0.0,40.0,40.0,1
14.0,8.02,77.98,0.0,30.0,20.0,1
8.0,8.02,129.98,0.0,25.0,20.0,1
12.0,8.02,168.98,0.0,20.0,20.0,0
2.0,12.03,-0.02999999999999936,1.0,95.0,100.0,1
3.0,12.03,-0.02999999999999936,1.0,98.0,100.0,1
3.0,12.03,-1.0299999999999994,1.0,90.0,100.0,1
14.0,12.03,10.97,0.0,85.0,80.0,1
7.0,12.03,4.970000000000001,0.0,80.0,80.0,1
16.0,12.03,10.97,0.0,75.0,80.0,1
7.0,12.03,21.97,0.0,70.0,60.0,1
14.0,12.03,19.97,0.0,65.0,60.0,1
22.0,12.03,40.97,0.0,60.0,60.0,1
8.0,12.03,33.97,0.0,50.0,40.0,1
7.0,12.03,59.97,0.0,45.0,40.0,1
8.0,12.03,55.97,0.0,40.0,40.0,1
14.0,12.03,73.97,0.0,30.0,20.0,1
8.0,12.03,125.97,0.0,25.0,20.0,1
12.0,12.03,164.97,0.0,20.0,20.0,0
3.0,14.04,-2.039999999999999,1.0,98.0,100.0,1
3.0,14.04,-3.039999999999999,1.0,90.0,100.0,1
14.0,14.04,8.96,0.0,85.0,80.0,1
7.0,14.04,2.960000000000001,0.0,80.0,80.0,1
16.0,14.04,8.96,0.0,75.0,80.0,1
7.0,14.04,19.96,0.0,70.0,60.0,1
14.0,14.04,17.96,0.0,65.0,60.0,1
22.0,14.04,38.96,0.0,60.0,60.0,1
8.0,14.04,31.96,0.0,50.0,40.0,1
7.0,14.04,57.96,0.0,45.0,40.0,1
8.0,14.04,53.96,0.0,40.0,40.0,1
14.0,14.04,71.96000000000001,0.0,30.0,20.0,1
8.0,14.04,123.96000000000001,0.0,25.0,20.0,1
12.0,14.04,162.96,0.0,20.0,20.0,0
3.0,17.05,-6.050000000000001,1.0,90.0,100.0,1
14.0,17.05,5.949999999999999,0.0,85.0,80.0,1
7.0,17.05,-0.05000000000000071,0.0,80.0,80.0,1
16.0,17.05,5.949999999999999,0.0,75.0,80.0,1
7.0,17.05,16.95,0.0,70.0,60.0,1
14.0,17.05,14.95,0.0,65.0,60.0,1
22.0,17.05,35.95,0.0,60.0,60.0,1
8.0,17.05,28.95,0.0,50.0,40.0,1
7.0,17.05,54.95,0.0,45.0,40.0,1
8.0,17.05,50.95,0.0,40.0,40.0,1
14.0,17.05,68.95,0.0,30.0,20.0,1
8.0,17.05,120.95,0.0,25.0,20.0,1
12.0,17.05,159.95,0.0,20.0,20.0,0
14.0,20.060000000000002,2.9399999999999977,0.0,85.0,80.0,1
7.0,20.060000000000002,-3.0600000000000023,0.0,80.0,80.0,1
16.0,20.060000000000002,2.9399999999999977,0.0,75.0,80.0,1
7.0,20.060000000000002,13.939999999999998,0.0,70.0,60.0,1
14.0,20.060000000000002,11.939999999999998,0.0,65.0,60.0,1
22.0,20.060000000000002,32.94,0.0,60.0,60.0,1
8.0,20.060000000000002,25.939999999999998,0.0,50.0,40.0,1
7.0,20.060000000000002,51.94,0.0,45.0,40.0,1
8.0,20.060000000000002,47.94,0.0,40.0,40.0,1
14.0,20.060000000000002,65.94,0.0,30.0,20.0,1
8.0,20.060000000000002,117.94,0.0,25.0,20.0,1
12.0,20.060000000000002,156.94,0.0,20.0,20.0,0
7.0,24.070000000000004,-7.070000000000004,0.0,80.0,80.0,1
16.0,24.070000000000004,-1.0700000000000038,0.0,75.0,80.0,1
10.0,24.070000000000004,-1.0700000000000038,1.0,85.0,80.0,1
7.0,24.070000000000004,9.929999999999996,0.0,70.0,60.0,1
14.0,24.070000000000004,7.929999999999996,0.0,65.0,60.0,1
22.0,24.070000000000004,28.929999999999996,0.0,60.0,60.0,1
8.0,24.070000000000004,21.929999999999996,0.0,50.0,40.0,1
7.0,24.070000000000004,47.92999999999999,0.0,45.0,40.0,1
8.0,24.070000000000004,43.92999999999999,0.0,40.0,40.0,1
14.0,24.070000000000004,61.92999999999999,0.0,30.0,20.0,1
8.0,24.070000000000004,113.92999999999999,0.0,25.0,20.0,1
12.0,24.070000000000004,152.93,0.0,20.0,20.0,0
16.0,28.080000000000005,-5.080000000000005,0.0,75.0,80.0,1
10.0,28.080000000000005,-5.080000000000005,1.0,85.0,80.0,1
3.0,28.080000000000005,-11.080000000000005,1.0,80.0,80.0,1
7.0,28.080000000000005,5.919999999999995,0.0,70.0,60.0,1
14.0,28.080000000000005,3.9199999999999946,0.0,65.0,60.0,1
22.0,28.080000000000005,24.919999999999995,0.0,60.0,60.0,1
8.0,28.080000000000005,17.919999999999995,0.0,50.0,40.0,1
7.0,28.080000000000005,43.919999999999995,0.0,45.0,40.0,1
8.0,28.080000000000005,39.919999999999995,0.0,40.0,40.0,1
14.0,28.080000000000005,57.919999999999995,0.0,30.0,20.0,1
8.0,28.080000000000005,109.91999999999999,0.0,25.0,20.0,1
12.0,28.080000000000005,148.92,0.0,20.0,20.0,0
10.0,32.09,-9.090000000000003,1.0,85.0,80.0,1
3.0,32.09,-15.090000000000003,1.0,80.0,80.0,1
12.0,32.09,-9.090000000000003,1.0,75.0,80.0,1
7.0,32.09,1.9099999999999966,0.0,70.0,60.0,1
14.0,32.09,-0.09000000000000341,0.0,65.0,60.0,1
22.0,32.09,20.909999999999997,0.0,60.0,60.0,1
8.0,32.09,13.909999999999997,0.0,50.0,40.0,1
7.0,32.09,39.91,0.0,45.0,40.0,1
8.0,32.09,35.91,0.0,40.0,40.0,1
14.0,32.09,53.91,0.0,30.0,20.0,1
8.0,32.09,105.91,0.0,25.0,20.0,1
12.0,32.09,144.91,0.0,20.0,20.0,0
3.0,36.1,-19.1,1.0,80.0,80.0,1
12.0,36.1,-13.100000000000001,1.0,75.0,80.0,1
6.0,36.1,-13.100000000000001,2.0,85.0,80.0,1
7.0,36.1,-2.1000000000000014,0.0,70.0,60.0,1
14.0,36.1,-4.100000000000001,0.0,65.0,60.0,1
22.0,36.1,16.9,0.0,60.0,60.0,1
8.0,36.1,9.899999999999999,0.0,50.0,40.0,1
7.0,36.1,35.9,0.0,45.0,40.0,1
8.0,36.1,31.9,0.0,40.0,40.0,1
14.0,36.1,49.9,0.0,30.0,20.0,1
8.0,36.1,101.9,0.0,25.0,20.0,1
12.0,36.1,140.9,0.0,20.0,20.0,0
12.0,39.11,-16.11,1.0,75.0,80.0,1
6.0,39.11,-16.11,2.0,85.0,80.0,1
7.0,39.11,-5.109999999999999,0.0,70.0,60.0,1
14.0,39.11,-7.109999999999999,0.0,65.0,60.0,1
22.0,39.11,13.89,0.0,60.0,60.0,1
8.0,39.11,6.890000000000001,0.0,50.0,40.0,1
7.0,39.11,32.89,0.0,45.0,40.0,1
8.0,39.11,28.89,0.0,40.0,40.0,1
14.0,39.11,46.89,0.0,30.0,20.0,1
8.0,39.11,98.89,0.0,25.0,20.0,1
12.0,39.11,137.89,0.0,20.0,20.0,0
6.0,43.12,-20.119999999999997,2.0,85.0,80.0,1
8.0,43.12,-20.119999999999997,2.0,75.0,80.0,1
7.0,43.12,-9.119999999999997,0.0,70.0,60.0,1
14.0,43.12,-11.119999999999997,0.0,65.0,60.0,1
22.0,43.12,9.880000000000003,0.0,60.0,60.0,1
8.0,43.12,2.8800000000000026,0.0,50.0,40.0,1
7.0,43.12,28.880000000000003,0.0,45.0,40.0,1
8.0,43.12,24.880000000000003,0.0,40.0,40.0,1
14.0,43.12,42.88,0.0,30.0,20.0,1
8.0,43.12,94.88,0.0,25.0,20.0,1
12.0,43.12,133.88,0.0,20.0,20.0,0
8.0,47.129999999999995,-24.129999999999995,2.0,75.0,80.0,1
2.0,47.129999999999995,-24.129999999999995,3.0,85.0,80.0,1
7.0,47.129999999999995,-13.129999999999995,0.0,70.0,60.0,1
14.0,47.129999999999995,-15.129999999999995,0.0,65.0,60.0,1
22.0,47.129999999999995,5.8700000000000045,0.0,60.0,60.0,1
8.0,47.129999999999995,-1.1299999999999955,0.0,50.0,40.0,1
7.0,47.129999999999995,24.870000000000005,0.0,45.0,40.0,1
8.0,47.129999999999995,20.870000000000005,0.0,40.0,40.0,1
14.0,47.129999999999995,38.870000000000005,0.0,30.0,20.0,1
8.0,47.129999999999995,90.87,0.0,25.0,20.0,1
12.0,47.129999999999995,129.87,0.0,20.0,20.0,0
2.0,51.13999999999999,-28.139999999999993,3.0,85.0,80.0,1
4.0,51.13999999999999,-28.139999999999993,3.0,75.0,80.0,1
7.0,51.13999999999999,-17.139999999999993,0.0,70.0,60.0,1
14.0,51.13999999999999,-19.139999999999993,0.0,65.0,60.0,1
22.0,51.13999999999999,1.8600000000000065,0.0,60.0,60.0,1
8.0,51.13999999999999,-5.1399999999999935,0.0,50.0,40.0,1
7.0,51.13999999999999,20.860000000000007,0.0,45.0,40.0,1
8.0,51.13999999999999,16.860000000000007,0.0,40.0,40.0,1
14.0,51.13999999999999,34.86000000000001,0.0,30.0,20.0,1
8.0,51.13999999999999,86.86000000000001,0.0,25.0,20.0,1
12.0,51.13999999999999,125.86000000000001,0.0,20.0,20.0,0
4.0,53.14999999999999,-30.14999999999999,3.0,75.0,80.0,1
7.0,53.14999999999999,-19.14999999999999,0.0,70.0,60.0,1
14.0,53.14999999999999,-21.14999999999999,0.0,65.0,60.0,1
22.0,53.14999999999999,-0.14999999999999147,0.0,60.0,60.0,1
8.0,53.14999999999999,-7.1499999999999915,0.0,50.0,40.0,1
7.0,53.14999999999999,18.85000000000001,0.0,45.0,40.0,1
8.0,53.14999999999999,14.850000000000009,0.0,40.0,40.0,1
14.0,53.14999999999999,32.85000000000001,0.0,30.0,20.0,1
8.0,53.14999999999999,84.85000000000001,0.0,25.0,20.0,1
12.0,53.14999999999999,123.85000000000001,0.0,20.0,20.0,0
7.0,57.15999999999999,-23.15999999999999,0.0,70.0,60.0,1
14.0,57.15999999999999,-25.15999999999999,0.0,65.0,60.0,1
22.0,57.15999999999999,-4.1599999999999895,0.0,60.0,60.0,1
8.0,57.15999999999999,-11.15999999999999,0.0,50.0,40.0,1
7.0,57.15999999999999,14.84000000000001,0.0,45.0,40.0,1
8.0,57.15999999999999,10.84000000000001,0.0,40.0,40.0,1
14.0,57.15999999999999,28.84000000000001,0.0,30.0,20.0,1
8.0,57.15999999999999,80.84,0.0,25.0,20.0,1
12.0,57.15999999999999,119.84,0.0,20.0,20.0,0
14.0,61.16999999999999,-29.169999999999987,0.0,65.0,60.0,1
22.0,61.16999999999999,-8.169999999999987,0.0,60.0,60.0,1
3.0,61.16999999999999,-27.169999999999987,1.0,70.0,60.0,1
8.0,61.16999999999999,-15.169999999999987,0.0,50.0,40.0,1
7.0,61.16999999999999,10.830000000000013,0.0,45.0,40.0,1
8.0,61.16999999999999,6.8300000000000125,0.0,40.0,40.0,1
14.0,61.16999999999999,24.830000000000013,0.0,30.0,20.0,1
8.0,61.16999999999999,76.83000000000001,0.0,25.0,20.0,1
12.0,61.16999999999999,115.83000000000001,0.0,20.0,20.0,0
22.0,65.17999999999999,-12.179999999999993,0.0,60.0,60.0,1
3.0,65.17999999999999,-31.179999999999993,1.0,70.0,60.0,1
10.0,65.17999999999999,-33.17999999999999,1.0,65.0,60.0,1
8.0,65.17999999999999,-19.179999999999993,0.0,50.0,40.0,1
7.0,65.17999999999999,6.820000000000007,0.0,45.0,40.0,1
8.0,65.17999999999999,2.8200000000000074,0.0,40.0,40.0,1
14.0,65.17999999999999,20.820000000000007,0.0,30.0,20.0,1
8.0,65.17999999999999,72.82000000000001,0.0,25.0,20.0,1
12.0,65.17999999999999,111.82000000000001,0.0,20.0,20.0,0
3.0,69.19,-35.19,1.0,70.0,60.0,1
10.0,69.19,-37.19,1.0,65.0,60.0,1
18.0,69.19,-16.189999999999998,1.0,60.0,60.0,1
8.0,69.19,-23.189999999999998,0.0,50.0,40.0,1
7.0,69.19,2.8100000000000023,0.0,45.0,40.0,1
8.0,69.19,-1.1899999999999977,0.0,40.0,40.0,1
14.0,69.19,16.810000000000002,0.0,30.0,20.0,1
8.0,69.19,68.81,0.0,25.0,20.0,1
12.0,69.19,107.81,0.0,20.0,20.0,0
10.0,72.2,-40.2,1.0,65.0,60.0,1
18.0,72.2,-19.200000000000003,1.0,60.0,60.0,1
8.0,72.2,-26.200000000000003,0.0,50.0,40.0,1
7.0,72.2,-0.20000000000000284,0.0,45.0,40.0,1
8.0,72.2,-4.200000000000003,0.0,40.0,40.0,1
14.0,72.2,13.799999999999997,0.0,30.0,20.0,1
8.0,72.2,65.8,0.0,25.0,20.0,1
12.0,72.2,104.8,0.0,20.0,20.0,0
18.0,76.21000000000001,-23.210000000000008,1.0,60.0,60.0,1
6.0,76.21000000000001,-44.21000000000001,2.0,65.0,60.0,1
8.0,76.21000000000001,-30.210000000000008,0.0,50.0,40.0,1
7.0,76.21000000000001,-4.210000000000008,0.0,45.0,40.0,1
8.0,76.21000000000001,-8.210000000000008,0.0,40.0,40.0,1
14.0,76.21000000000001,9.789999999999992,0.0,30.0,20.0,1
8.0,76.21000000000001,61.78999999999999,0.0,25.0,20.0,1
12.0,76.21000000000001,100.78999999999999,0.0,20.0,20.0,0
6.0,80.22000000000001,-48.22000000000001,2.0,65.0,60.0,1
14.0,80.22000000000001,-27.220000000000013,2.0,60.0,60.0,1
8.0,80.22000000000001,-34.22000000000001,0.0,50.0,40.0,1
7.0,80.22000000000001,-8.220000000000013,0.0,45.0,40.0,1
8.0,80.22000000000001,-12.220000000000013,0.0,40.0,40.0,1
14.0,80.22000000000001,5.779999999999987,0.0,30.0,20.0,1
8.0,80.22000000000001,57.77999999999999,0.0,25.0,20.0,1
12.0,80.22000000000001,96.77999999999999,0.0,20.0,20.0,0
14.0,84.23000000000002,-31.230000000000018,2.0,60.0,60.0,1
2.0,84.23000000000002,-52.23000000000002,3.0,65.0,60.0,1
8.0,84.23000000000002,-38.23000000000002,0.0,50.0,40.0,1
7.0,84.23000000000002,-12.230000000000018,0.0,45.0,40.0,1
8.0,84.23000000000002,-16.230000000000018,0.0,40.0,40.0,1
14.0,84.23000000000002,1.7699999999999818,0.0,30.0,20.0,1
8.0,84.23000000000002,53.76999999999998,0.0,25.0,20.0,1
12.0,84.23000000000002,92.76999999999998,0.0,20.0,20.0,0
2.0,88.24000000000002,-56.24000000000002,3.0,65.0,60.0,1
10.0,88.24000000000002,-35.24000000000002,3.0,60.0,60.0,1
8.0,88.24000000000002,-42.24000000000002,0.0,50.0,40.0,1
7.0,88.24000000000002,-16.240000000000023,0.0,45.0,40.0,1
8.0,88.24000000000002,-20.240000000000023,0.0,40.0,40.0,1
14.0,88.24000000000002,-2.2400000000000233,0.0,30.0,20.0,1
8.0,88.24000000000002,49.75999999999998,0.0,25.0,20.0,1
12.0,88.24000000000002,88.75999999999998,0.0,20.0,20.0,0
10.0,90.25000000000003,-37.25000000000003,3.0,60.0,60.0,1
8.0,90.25000000000003,-44.25000000000003,0.0,50.0,40.0,1
7.0,90.25000000000003,-18.25000000000003,0.0,45.0,40.0,1
8.0,90.25000000000003,-22.25000000000003,0.0,40.0,40.0,1
14.0,90.25000000000003,-4.250000000000028,0.0,30.0,20.0,1
8.0,90.25000000000003,47.74999999999997,0.0,25.0,20.0,1
12.0,90.25000000000003,86.74999999999997,0.0,20.0,20.0,0
6.0,94.26000000000003,-41.26000000000003,4.0,60.0,60.0,1
8.0,94.26000000000003,-48.26000000000003,0.0,50.0,40.0,1
7.0,94.26000000000003,-22.260000000000034,0.0,45.0,40.0,1
8.0,94.26000000000003,-26.260000000000034,0.0,40.0,40.0,1
14.0,94.26000000000003,-8.260000000000034,0.0,30.0,20.0,1
8.0,94.26000000000003,43.73999999999997,0.0,25.0,20.0,1
12.0,94.26000000000003,82.73999999999997,0.0,20.0,20.0,0
2.0,98.27000000000004,-45.27000000000004,5.0,60.0,60.0,1
8.0,98.27000000000004,-52.27000000000004,0.0,50.0,40.0,1
7.0,98.27000000000004,-26.27000000000004,0.0,45.0,40.0,1
8.0,98.27000000000004,-30.27000000000004,0.0,40.0,40.0,1
14.0,98.27000000000004,-12.270000000000039,0.0,30.0,20.0,1
8.0,98.27000000000004,39.72999999999996,0.0,25.0,20.0,1
12.0,98.27000000000004,78.72999999999996,0.0,20.0,20.0,0
8.0,100.28000000000004,-54.280000000000044,0.0,50.0,40.0,1
7.0,100.28000000000004,-28.280000000000044,0.0,45.0,40.0,1
8.0,100.28000000000004,-32.280000000000044,0.0,40.0,40.0,1
14.0,100.28000000000004,-14.280000000000044,0.0,30.0,20.0,1
8.0,100.28000000000004,37.719999999999956,0.0,25.0,20.0,1
12.0,100.28000000000004,76.71999999999996,0.0,20.0,20.0,0
7.0,104.29000000000005,-32.29000000000005,0.0,45.0,40.0,1
8.0,104.29000000000005,-36.29000000000005,0.0,40.0,40.0,1
4.0,104.29000000000005,-58.29000000000005,1.0,50.0,40.0,1
14.0,104.29000000000005,-18.29000000000005,0.0,30.0,20.0,1
8.0,104.29000000000005,33.70999999999995,0.0,25.0,20.0,1
12.0,104.29000000000005,72.70999999999995,0.0,20.0,20.0,0
8.0,108.30000000000005,-40.300000000000054,0.0,40.0,40.0,1
4.0,108.30000000000005,-62.300000000000054,1.0,50.0,40.0,1
3.0,108.30000000000005,-36.300000000000054,1.0,45.0,40.0,1
14.0,108.30000000000005,-22.300000000000054,0.0,30.0,20.0,1
8.0,108.30000000000005,29.699999999999946,0.0,25.0,20.0,1
12.0,108.30000000000005,68.69999999999995,0.0,20.0,20.0,0
4.0,112.31000000000006,-66.31000000000006,1.0,50.0,40.0,1
3.0,112.31000000000006,-40.31000000000006,1.0,45.0,40.0,1
4.0,112.31000000000006,-44.31000000000006,1.0,40.0,40.0,1
14.0,112.31000000000006,-26.31000000000006,0.0,30.0,20.0,1
8.0,112.31000000000006,25.68999999999994,0.0,25.0,20.0,1
12.0,112.31000000000006,64.68999999999994,0.0,20.0,20.0,0
3.0,116.32000000000006,-44.320000000000064,1.0,45.0,40.0,1
4.0,116.32000000000006,-48.320000000000064,1.0,40.0,40.0,1
14.0,116.32000000000006,-30.320000000000064,0.0,30.0,20.0,1
8.0,116.32000000000006,21.679999999999936,0.0,25.0,20.0,1
12.0,116.32000000000006,60.679999999999936,0.0,20.0,20.0,0
4.0,119.33000000000007,-51.33000000000007,1.0,40.0,40.0,1
14.0,119.33000000000007,-33.33000000000007,0.0,30.0,20.0,1
8.0,119.33000000000007,18.66999999999993,0.0,25.0,20.0,1
12.0,119.33000000000007,57.66999999999993,0.0,20.0,20.0,0
14.0,123.34000000000007,-37.340000000000074,0.0,30.0,20.0,1
8.0,123.34000000000007,14.659999999999926,0.0,25.0,20.0,1
12.0,123.34000000000007,53.659999999999926,0.0,20.0,20.0,0
8.0,127.35000000000008,10.64999999999992,0.0,25.0,20.0,1
12.0,127.35000000000008,49.64999999999992,0.0,20.0,20.0,0
10.0,127.35000000000008,-41.35000000000008,1.0,30.0,20.0,1
12.0,131.36000000000007,45.63999999999993,0.0,20.0,20.0,0
10.0,131.36000000000007,-45.36000000000007,1.0,30.0,20.0,1
4.0,131.36000000000007,6.6399999999999295,1.0,25.0,20.0,1
10.0,135.37000000000006,-49.37000000000006,1.0,30.0,20.0,1
4.0,135.37000000000006,2.6299999999999386,1.0,25.0,20.0,1
8.0,135.37000000000006,41.62999999999994,1.0,20.0,20.0,0
4.0,139.38000000000005,-1.3800000000000523,1.0,25.0,20.0,1
8.0,139.38000000000005,37.61999999999995,1.0,20.0,20.0,0
6.0,139.38000000000005,-53.38000000000005,2.0,30.0,20.0,1
8.0,143.39000000000004,33.60999999999996,1.0,20.0,20.0,0
6.0,143.39000000000004,-57.39000000000004,2.0,30.0,20.0,1
6.0,147.40000000000003,-61.400000000000034,2.0,30.0,20.0,1
4.0,147.40000000000003,29.599999999999966,2.0,20.0,20.0,0
4.0,151.41000000000003,25.589999999999975,2.0,20.0,20.0,0
2.0,151.41000000000003,-65.41000000000003,3.0,30.0,20.0,1
2.0,155.42000000000002,-69.42000000000002,3.0,30.0,20.0,1
9.0,0.0,15.0,0.0,95.0,100.0,1
6.0,0.0,8.0,0.0,98.0,100.0,1
7.0,0.0,14.0,0.0,90.0,100.0,1
8.0,0.0,20.0,0.0,85.0,80.0,1
6.0,0.0,18.0,0.0,80.0,80.0,1
10.0,0.0,21.0,0.0,75.0,80.0,1
13.0,0.0,35.0,0.0,70.0,60.0,1
15.0,0.0,34.0,0.0,65.0,60.0,1
19.0,0.0,46.0,0.0,60.0,60.0,1
9.0,0.0,42.0,0.0,50.0,40.0,1
7.0,0.0,73.0,0.0,45.0,40.0,1
9.0,0.0,67.0,0.0,40.0,40.0,1
18.0,0.0,85.0,0.0,30.0,20.0,1
8.0,0.0,92.0,0.0,25.0,20.0,1
8.0,0.0,139.0,0.0,20.0,20.0,1
6.0,4.01,3.99,0.0,98.0,100.0,1
7.0,4.01,9.99,0.0,90.0,100.0,1
5.0,4.01,10.99,1.0,95.0,100.0,1
8.0,4.01,15.99,0.0,85.0,80.0,1
6.0,4.01,13.99,0.0,80.0,80.0,1
10.0,4.01,16.990000000000002,0.0,75.0,80.0,1
13.0,4.01,30.990000000000002,0.0,70.0,60.0,1
15.0,4.01,29.990000000000002,0.0,65.0,60.0,1
19.0,4.01,41.99,0.0,60.0,60.0,1
9.0,4.01,37.99,0.0,50.0,40.0,1
7.0,4.01,68.99,0.0,45.0,40.0,1
9.0,4.01,62.99,0.0,40.0,40.0,1
18.0,4.01,80.99,0.0,30.0,20.0,1
8.0,4.01,87.99,0.0,25.0,20.0,1
8.0,4.01,134.99,0.0,20.0,20.0,1
7.0,8.02,5.98,0.0,90.0,100.0,1
5.0,8.02,6.98,1.0,95.0,100.0,1
2.0,8.02,-0.019999999999999574,1.0,98.0,100.0,1
8.0,8.02,11.98,0.0,85.0,80.0,1
6.0,8.02,9.98,0.0,80.0,80.0,1
10.0,8.02,12.98,0.0,75.0,80.0,1
13.0,8.02,26.98,0.0,70.0,60.0,1
15.0,8.02,25.98,0.0,65.0,60.0,1
19.0,8.02,37.980000000000004,0.0,60.0,60.0,1
9.0,8.02,33.980000000000004,0.0,50.0,40.0,1
7.0,8.02,64.98,0.0,45.0,40.0,1
9.0,8.02,58.980000000000004,0.0,40.0,40.0,1
18.0,8.02,76.98,0.0,30.0,20.0,1
8.0,8.02,83.98,0.0,25.0,20.0,1
8.0,8.02,130.98,0.0,20.0,20.0,1
5.0,12.03,2.9700000000000006,1.0,95.0,100.0,1
2.0,12.03,-4.029999999999999,1.0,98.0,100.0,1
3.0,12.03,1.9700000000000006,1.0,90.0,100.0,1
8.0,12.03,7.970000000000001,0.0,85.0,80.0,1
6.0,12.03,5.970000000000001,0.0,80.0,80.0,1
10.0,12.03,8.97,0.0,75.0,80.0,1
13.0,12.03,22.97,0.0,70.0,60.0,1
15.0,12.03,21.97,0.0,65.0,60.0,1
19.0,12.03,33.97,0.0,60.0,60.0,1
9.0,12.03,29.97,0.0,50.0,40.0,1
7.0,12.03,60.97,0.0,45.0,40.0,1
9.0,12.03,54.97,0.0,40.0,40.0,1
18.0,12.03,72.97,0.0,30.0,20.0,1
8.0,12.03,79.97,0.0,25.0,20.0,1
8.0,12.03,126.97,0.0,20.0,20.0,1
2.0,16.040000000000003,-8.040000000000003,1.0,98.0,100.0,1
3.0,16.040000000000003,-2.0400000000000027,1.0,90.0,100.0,1
1.0,16.040000000000003,-1.0400000000000027,2.0,95.0,100.0,1
8.0,16.040000000000003,3.9599999999999973,0.0,85.0,80.0,1
6.0,16.040000000000003,1.9599999999999973,0.0,80.0,80.0,1
10.0,16.040000000000003,4.959999999999997,0.0,75.0,80.0,1
13.0,16.040000000000003,18.959999999999997,0.0,70.0,60.0,1
15.0,16.040000000000003,17.959999999999997,0.0,65.0,60.0,1
19.0,16.040000000000003,29.959999999999997,0.0,60.0,60.0,1
9.0,16.040000000000003,25.959999999999997,0.0,50.0,40.0,1
7.0,16.040000000000003,56.959999999999994,0.0,45.0,40.0,1
9.0,16.040000000000003,50.959999999999994,0.0,40.0,40.0,1
18.0,16.040000000000003,68.96,0.0,30.0,20.0,1
8.0,16.040000000000003,75.96,0.0,25.0,20.0,1
8.0,16.040000000000003,122.96,0.0,20.0,20.0,1
3.0,18.050000000000004,-4.050000000000004,1.0,90.0,100.0,1
1.0,18.050000000000004,-3.0500000000000043,2.0,95.0,100.0,1
8.0,18.050000000000004,1.9499999999999957,0.0,85.0,80.0,1
6.0,18.050000000000004,-0.05000000000000426,0.0,80.0,80.0,1
10.0,18.050000000000004,2.9499999999999957,0.0,75.0,80.0,1
13.0,18.050000000000004,16.949999999999996,0.0,70.0,60.0,1
15.0,18.050000000000004,15.949999999999996,0.0,65.0,60.0,1
19.0,18.050000000000004,27.949999999999996,0.0,60.0,60.0,1
9.0,18.050000000000004,23.949999999999996,0.0,50.0,40.0,1
7.0,18.050000000000004,54.949999999999996,0.0,45.0,40.0,1
9.0,18.050000000000004,48.949999999999996,0.0,40.0,40.0,1
18.0,18.050000000000004,66.94999999999999,0.0,30.0,20.0,1
8.0,18.050000000000004,73.94999999999999,0.0,25.0,20.0,1
8.0,18.050000000000004,120.94999999999999,0.0,20.0,20.0,1
1.0,21.060000000000006,-6.060000000000006,2.0,95.0,100.0,1
8.0,21.060000000000006,-1.0600000000000058,0.0,85.0,80.0,1
6.0,21.060000000000006,-3.060000000000006,0.0,80.0,80.0,1
10.0,21.060000000000006,-0.060000000000005826,0.0,75.0,80.0,1
13.0,21.060000000000006,13.939999999999994,0.0,70.0,60.0,1
